[Nest] 5400  - 24/01/2026, 02:17:17    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPhone 13: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:17    WARN [SyncService] Failed to sync device iPhone 13: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:17   DEBUG [SyncService] Deep syncing specs for Apple iPad mini (2021)...
[Nest] 5400  - 24/01/2026, 02:17:17   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:17    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPad mini (2021): External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:17    WARN [SyncService] Failed to sync device iPad mini (2021): Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:17   DEBUG [SyncService] Deep syncing specs for Apple iPad 10.2 (2021)...
[Nest] 5400  - 24/01/2026, 02:17:18   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:18    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPad 10.2 (2021): External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:18    WARN [SyncService] Failed to sync device iPad 10.2 (2021): Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:18   DEBUG [SyncService] Deep syncing specs for Apple Watch Edition Series 7...
[Nest] 5400  - 24/01/2026, 02:17:18   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:18    WARN [ExternalApiService] Secondary specs fetch failed for Apple Watch Edition Series 7: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:18    WARN [SyncService] Failed to sync device Watch Edition Series 7: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:18   DEBUG [SyncService] Deep syncing specs for Apple Watch Series 7...
[Nest] 5400  - 24/01/2026, 02:17:19   DEBUG [SyncService] Deep syncing specs for Apple Watch Series 7 Aluminum...
[Nest] 5400  - 24/01/2026, 02:17:19   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
